provider,provider_code,provider_name,provider_post,provider_mun,canonical_pcode,canonical_name,subdstcode,distcode,distname,subdistrct,region,status,score,note
intl2024,070102,Balibar,Cristo Rei,Dili,60605,Balibar,606,6,Dili,Cristo Rei,3,matched,1.00,
intl2024,070108,Meti Aut,Cristo Rei,Dili,60606,Meti Aut,606,6,Dili,Cristo Rei,3,matched,1.00,
intl2024,070104,Bidau Santana,Cristo Rei,Dili,60607,Bidau Santana,606,6,Dili,Cristo Rei,3,matched,1.00,
intl2024,070101,Ailok,Cristo Rei,Dili,60608,Ailok,606,6,Dili,Cristo Rei,3,new,0.50,
intl2024,080603,Liho,Railaco,Ermera,70101,Lihu,701,7,Ermera,Railaco,3,matched,1.00,
intl2024,080604,Matata,Railaco,Ermera,70102,Matata,701,7,Ermera,Railaco,3,matched,1.00,
intl2024,080609,Tocoluli,Railaco,Ermera,70103,Tocoluli,701,7,Ermera,Railaco,3,matched,1.00,
intl2024,080602,Fatuquero,Railaco,Ermera,70104,Fatuquero,701,7,Ermera,Railaco,3,matched,1.00,
intl2024,080605,Railaco Craic,Railaco,Ermera,70105,Railaco Craic,701,7,Ermera,Railaco,3,matched,1.00,
intl2024,080606,Railaco Leten,Railaco,Ermera,70106,Railaco Leten,701,7,Ermera,Railaco,3,matched,1.00,
intl2024,080607,Samalete,Railaco,Ermera,70107,Samalete,701,7,Ermera,Railaco,3,matched,1.00,
intl2024,080601,Deleso,Railaco,Ermera,70108,Deleco,701,7,Ermera,Railaco,3,matched,0.83,
intl2024,080608,Taraco,Railaco,Ermera,70109,Taraço,701,7,Ermera,Railaco,3,matched,1.00,
intl2024,080206,Poetete,Ermera,Ermera,70201,Poetete,702,7,Ermera,Ermera,3,matched,1.00,
intl2024,080209,Ponilala,Ermera,Ermera,70202,Ponilala,702,7,Ermera,Ermera,3,matched,1.00,
intl2024,080212,Talimoro,Ermera,Ermera,70203,Talimoro,702,7,Ermera,Ermera,3,matched,1.00,
intl2024,080205,Mertuto,Ermera,Ermera,70204,Mirtutu,702,7,Ermera,Ermera,3,matched,0.86,
intl2024,080204,Leguimea,Ermera,Ermera,70205,Leguimea,702,7,Ermera,Ermera,3,matched,1.00,
intl2024,080202,Humboe,Ermera,Ermera,70206,Humboe,702,7,Ermera,Ermera,3,matched,1.00,
intl2024,080211,Riheu,Ermera,Ermera,70207,Riheu,702,7,Ermera,Ermera,3,matched,1.00,
intl2024,080203,Lauala,Ermera,Ermera,70208,Lauala,702,7,Ermera,Ermera,3,matched,1.00,
intl2024,080210,Raimerhei,Ermera,Ermera,70209,Raimerhei,702,7,Ermera,Ermera,3,matched,1.00,
intl2024,080201,Estado,Ermera,Ermera,70210,Estado,702,7,Ermera,Ermera,3,matched,1.00,
intl2024,080207,Poetete Lodudu,Ermera,Ermera,70211,Poetete Lodudu,702,7,Ermera,Ermera,3,new,0.70,
intl2024,080208,Poetete Vila,Ermera,Ermera,70212,Poetete Vila,702,7,Ermera,Ermera,3,new,0.78,
intl2024,080504,Ducurai,Letefoho,Ermera,70301,Ducurai,703,7,Ermera,Letefoho,3,matched,1.00,
intl2024,080508,Haupu,Letefoho,Ermera,70302,Haupu,703,7,Ermera,Letefoho,3,matched,1.00,
intl2024,080509,Lauana,Letefoho,Ermera,70303,Lauana,703,7,Ermera,Letefoho,3,matched,1.00,
intl2024,080502,Catrai Caraic,Letefoho,Ermera,70304,Catrai-Craic,703,7,Ermera,Letefoho,3,matched,0.96,
intl2024,080503,Catraileten,Letefoho,Ermera,70305,Catrai Leten,703,7,Ermera,Letefoho,3,matched,1.00,
intl2024,080506,Goulolo,Letefoho,Ermera,70306,Goulolo,703,7,Ermera,Letefoho,3,matched,1.00,
intl2024,080505,Eraulo,Letefoho,Ermera,70307,Eraulo,703,7,Ermera,Letefoho,3,matched,1.00,
intl2024,080507,Hatugau,Letefoho,Ermera,70308,Hatugau,703,7,Ermera,Letefoho,3,matched,1.00,
intl2024,080501,Assui-Lau,Letefoho,Ermera,70309,Assui-Lau,703,7,Ermera,Letefoho,3,new,0.92,
intl2024,080111,Paramin,Atsabe,Ermera,70401,Paramin,704,7,Ermera,Atsabe,3,matched,1.00,
intl2024,080101,Atara,Atsabe,Ermera,70402,Atara,704,7,Ermera,Atsabe,3,matched,1.00,
intl2024,080102,Baboi Craic,Atsabe,Ermera,70403,Baboi Craic,704,7,Ermera,Atsabe,3,matched,1.00,
intl2024,080110,Obulo,Atsabe,Ermera,70404,Obulo,704,7,Ermera,Atsabe,3,matched,1.00,
intl2024,080105,Lacao,Atsabe,Ermera,70405,Lasaun,704,7,Ermera,Atsabe,3,matched,0.80,name~Laclo(0.80); geom-paired
intl2024,080104,Batu Mano,Atsabe,Ermera,70406,Batumanu,704,7,Ermera,Atsabe,3,matched,1.00,
intl2024,080112,Tiarlelo,Atsabe,Ermera,70407,Tiarlelo,704,7,Ermera,Atsabe,3,matched,1.00,
intl2024,080107,Laubono,Atsabe,Ermera,70408,Laubono,704,7,Ermera,Atsabe,3,matched,1.00,
intl2024,080109,Malabe,Atsabe,Ermera,70409,Malabe,704,7,Ermera,Atsabe,3,rename,0.63,name~?(0.63); geom-paired
intl2024,080108,Leimea Leten,Atsabe,Ermera,70410,Leimea Leten,704,7,Ermera,Atsabe,3,matched,1.00,
intl2024,080106,Laclo,Atsabe,Ermera,70411,Laclo,704,7,Ermera,Atsabe,3,matched,1.00,
intl2024,080103,Baboi Leten,Atsabe,Ermera,70412,Beboi Leten,704,7,Ermera,Atsabe,3,matched,0.90,
intl2024,080307,Leimea-Sorinbalo,Hatulia A,Ermera,70501,Leimea Sorimbalu,705,7,Ermera,Hatolia,3,matched,0.93,
intl2024,080303,Coliate-Leotelo,Hatulia A,Ermera,70502,Coliate-Leotelo,705,7,Ermera,Hatolia,3,matched,1.00,
intl2024,080301,Aculau,Hatulia A,Ermera,70503,Asulau,705,7,Ermera,Hatolia,3,matched,0.83,
intl2024,080302,Ailelo,Hatulia A,Ermera,70504,Ailelo,705,7,Ermera,Hatolia,3,matched,1.00,
intl2024,080306,Leimea-Craic,Hatulia A,Ermera,70505,Leimeacraic,705,7,Ermera,Hatolia,3,matched,1.00,
intl2024,080309,Samara,Hatulia A,Ermera,70506,Samara,705,7,Ermera,Hatolia,3,matched,1.00,
intl2024,080308,Manusae,Hatulia A,Ermera,70507,Manusae,705,7,Ermera,Hatolia,3,matched,1.00,
intl2024,080305,Hatolia Vila,Hatulia A,Ermera,70508,Hatolia,705,7,Ermera,Hatolia,3,matched,0.78,
intl2024,080405,Urahou,Hatulia B,Ermera,70509,Urahou,706,7,Ermera,Hatulia B,3,matched,1.00,
intl2024,080404,Mau-Ubo,Hatulia B,Ermera,70510,Mau-Ubu,706,7,Ermera,Hatulia B,3,matched,1.00,
intl2024,080403,Lisapat,Hatulia B,Ermera,70511,Lissapat,706,7,Ermera,Hatulia B,3,matched,1.00,
intl2024,080402,Fatubolo,Hatulia B,Ermera,70512,Fatubolu,706,7,Ermera,Hatulia B,3,matched,1.00,
intl2024,080401,Fatubessi,Hatulia B,Ermera,70513,Fatubessi,706,7,Ermera,Hatulia B,3,matched,1.00,
intl2024,080304,Coliate Leten,Hatulia A,Ermera,70514,Coliate Leten,705,7,Ermera,Hatolia,3,new,0.85,
intl2024,100102,Fatumasi,Bazartete,Liquiçá,80101,Fatumasi,801,8,Liquiçá,Bazartete,4,matched,1.00,
intl2024,100101,Fahilebo,Bazartete,Liquiçá,80102,Fahilebo,801,8,Liquiçá,Bazartete,4,matched,1.00,
intl2024,100108,Tibar,Bazartete,Liquiçá,80103,Tibar,801,8,Liquiçá,Bazartete,4,matched,1.00,
intl2024,100107,Motaulun,Bazartete,Liquiçá,80104,Motaulun,801,8,Liquiçá,Bazartete,4,matched,1.00,
intl2024,100106,Metagou,Bazartete,Liquiçá,80105,Metagou,801,8,Liquiçá,Bazartete,4,matched,1.00,
intl2024,100103,Lauhata,Bazartete,Liquiçá,80106,Lauhata,801,8,Liquiçá,Bazartete,4,matched,1.00,
intl2024,100104,Leorema,Bazartete,Liquiçá,80107,Leorema,801,8,Liquiçá,Bazartete,4,matched,1.00,
intl2024,100105,Maumeta,Bazartete,Liquiçá,80108,Maumeta,801,8,Liquiçá,Bazartete,4,matched,1.00,
intl2024,100109,Ulmera,Bazartete,Liquiçá,80109,Ulmera,801,8,Liquiçá,Bazartete,4,matched,1.00,
intl2024,100203,Dato,Liquiçá,Liquiçá,80201,Dato,802,8,Liquiçá,Liquiçá,4,matched,1.00,
intl2024,100206,Loidahar,Liquiçá,Liquiçá,80202,Loidahar,802,8,Liquiçá,Liquiçá,4,matched,1.00,
intl2024,100202,Darulete,Liquiçá,Liquiçá,80203,Darulete,802,8,Liquiçá,Liquiçá,4,matched,1.00,
intl2024,100207,Luculai,Liquiçá,Liquiçá,80204,Luculai,802,8,Liquiçá,Liquiçá,4,matched,1.00,
intl2024,100204,Hatuquessi,Liquiçá,Liquiçá,80205,Hatuquessi,802,8,Liquiçá,Liquiçá,4,matched,1.00,
intl2024,100201,Açumanu,Liquiçá,Liquiçá,80206,Açumano,802,8,Liquiçá,Liquiçá,4,matched,1.00,
intl2024,100205,Leotala,Liquiçá,Liquiçá,80207,Leoteala,802,8,Liquiçá,Liquiçá,4,matched,0.93,
intl2024,100302,Lissadila,Loes,Liquiçá,80301,Lissadila,804,8,Liquiçá,Loes,4,matched,1.00,
intl2024,100301,Guiço,Loes,Liquiçá,80302,Guiço,804,8,Liquiçá,Loes,4,matched,1.00,
intl2024,100403,Vatuvou,Maubara,Liquiçá,80303,Vatuvou,803,8,Liquiçá,Maubara,4,matched,1.00,
intl2024,100303,Vatuboro,Loes,Liquiçá,80304,Vatuboro,804,8,Liquiçá,Loes,4,matched,1.00,
intl2024,100402,Maubaralisa,Maubara,Liquiçá,80305,Maubaralissa,803,8,Liquiçá,Maubara,4,matched,1.00,
intl2024,100404,Vaviquinia,Maubara,Liquiçá,80306,Vaviquinia,803,8,Liquiçá,Maubara,4,matched,1.00,
intl2024,100401,Gugleur,Maubara,Liquiçá,80307,Gugleur,803,8,Liquiçá,Maubara,4,matched,1.00,
intl2024,090301,Bauro,Lospalos,Lautém,90101,Bauro,901,9,Lautem,Lospalos,1,matched,1.00,
intl2024,090303,Fuiloro,Lospalos,Lautém,90102,Fuiloro,901,9,Lautem,Lospalos,1,matched,1.00,
intl2024,090304,Home,Lospalos,Lautém,90103,Home,901,9,Lautem,Lospalos,1,matched,1.00,
intl2024,090302,Cacavei,Lospalos,Lautém,90104,Cacavem,901,9,Lautem,Lospalos,1,matched,0.86,
intl2024,090305,Leuro,Lospalos,Lautém,90105,Leuro,901,9,Lautem,Lospalos,1,matched,1.00,
intl2024,090501,Lore 1,Lore,Lautém,90106,Lore I,906,9,Lautem,Lore,1,matched,1.00,
intl2024,090502,Lore 2,Lore,Lautém,90107,Lore II,906,9,Lautem,Lore,1,matched,1.00,
intl2024,090306,Muapitine,Lospalos,Lautém,90108,Muapitine,901,9,Lautem,Lospalos,1,matched,1.00,
intl2024,090307,Raça,Lospalos,Lautém,90109,Raça,901,9,Lautem,Lospalos,1,matched,1.00,
intl2024,090308,Souro,Lospalos,Lautém,90110,Souro,901,9,Lautem,Lospalos,1,matched,1.00,
intl2024,090201,Baduro,Lautém,Lautém,90201,Baduro,902,9,Lautem,Lautem,1,matched,1.00,
intl2024,090202,Com,Lautém,Lautém,90202,Com,902,9,Lautem,Lautem,1,matched,1.00,
intl2024,090203,Daudere,Lautém,Lautém,90203,Daudare,902,9,Lautem,Lautem,1,matched,0.86,
intl2024,090204,Euquisi,Lautém,Lautém,90204,Euquisi,902,9,Lautem,Lautem,1,matched,1.00,
intl2024,090205,Ililai,Lautém,Lautém,90205,Ililai,902,9,Lautem,Lautem,1,matched,1.00,
intl2024,090206,Maina 1,Lautém,Lautém,90206,Maina II,902,9,Lautem,Lautem,1,matched,0.83,
intl2024,090207,Maina 2,Lautém,Lautém,90207,Maina II,902,9,Lautem,Lautem,1,matched,1.00,name~Maina II(1.00); geom-paired
intl2024,090208,Pairara,Lautém,Lautém,90208,Pairara,902,9,Lautem,Lautem,1,matched,1.00,
intl2024,090209,Parlamento,Lautém,Lautém,90209,Parlamento,902,9,Lautem,Lautem,1,matched,1.00,
intl2024,090210,Serelau,Lautém,Lautém,90210,Serelau,902,9,Lautem,Lautem,1,matched,1.00,
intl2024,090101,Aelebere,Iliomar,Lautém,90301,Ailebere,903,9,Lautem,Iliomar,1,matched,0.88,
intl2024,090102,Caenlio,Iliomar,Lautém,90302,Cainliu,903,9,Lautem,Iliomar,1,matched,0.86,
intl2024,090103,Fuat,Iliomar,Lautém,90303,Fuat,903,9,Lautem,Iliomar,1,matched,1.00,
intl2024,090104,Iliomar 1,Iliomar,Lautém,90304,Iliomar I,903,9,Lautem,Iliomar,1,matched,1.00,
intl2024,090105,Iliomar 2,Iliomar,Lautém,90305,Iliomar II,903,9,Lautem,Iliomar,1,matched,1.00,
intl2024,090106,Tirilolo,Iliomar,Lautém,90306,Tirilolo,903,9,Lautem,Iliomar,1,matched,1.00,
intl2024,090401,Afabubu,Luro,Lautém,90401,Afabubu,904,9,Lautem,Luro,1,matched,1.00,
intl2024,090402,Baricafa,Luro,Lautém,90402,Baricafa,904,9,Lautem,Luro,1,matched,1.00,
intl2024,090403,Cotamutu,Luro,Lautém,90403,Cotamutu,904,9,Lautem,Luro,1,matched,1.00,
intl2024,090404,Lacawa,Luro,Lautém,90404,Lacawa,904,9,Lautem,Luro,1,matched,1.00,
intl2024,090405,Luro,Luro,Lautém,90405,Luro,904,9,Lautem,Luro,1,matched,1.00,
intl2024,090406,Wairoque,Luro,Lautém,90406,Wairoce,904,9,Lautem,Luro,1,matched,1.00,
intl2024,090601,Mehara,Tutuala,Lautém,90501,Mehara,905,9,Lautem,Tutuala,1,matched,1.00,
intl2024,090602,Tutuala,Tutuala,Lautém,90502,Tutuala,905,9,Lautem,Tutuala,1,matched,1.00,
intl2024,120306,Letefoho,Same,Manufahi,100101,Letefoho,1001,10,Manufahi,Same,2,matched,1.00,
intl2024,120305,Holarua,Same,Manufahi,100102,Holarua,1001,10,Manufahi,Same,2,matched,1.00,
intl2024,120301,Babulo,Same,Manufahi,100103,Babulo,1001,10,Manufahi,Same,2,matched,1.00,
intl2024,120302,Betano,Same,Manufahi,100104,Betano,1001,10,Manufahi,Same,2,matched,1.00,
intl2024,120303,Dai-Sua,Same,Manufahi,100105,Daisua,1001,10,Manufahi,Same,2,matched,1.00,
intl2024,120304,Grotu,Same,Manufahi,100106,Grotu,1001,10,Manufahi,Same,2,matched,1.00,
intl2024,120307,Rotuto,Same,Manufahi,100107,Rotuto,1001,10,Manufahi,Same,2,matched,1.00,
intl2024,120308,Tutuluro,Same,Manufahi,100108,Tutuluro,1001,10,Manufahi,Same,2,matched,1.00,
intl2024,120101,Aituha,Alas,Manufahi,100201,Aituha,1002,10,Manufahi,Alas,2,matched,1.00,
intl2024,120102,Dotik,Alas,Manufahi,100202,Dotic,1002,10,Manufahi,Alas,2,matched,1.00,
intl2024,120105,Taitudac,Alas,Manufahi,100203,Taitudac,1002,10,Manufahi,Alas,2,matched,1.00,
intl2024,120103,Mahaquidan,Alas,Manufahi,100204,Mahaquidan,1002,10,Manufahi,Alas,2,matched,1.00,
intl2024,120106,Uma Berloic,Alas,Manufahi,100205,Uma Berloic,1002,10,Manufahi,Alas,2,matched,1.00,
intl2024,120104,Tahu-Bein,Alas,Manufahi,100206,Tahu-Bein,1002,10,Manufahi,Alas,2,new,0.56,
intl2024,120201,Bubussuso,Fatuberlio,Manufahi,100301,Bubususo,1003,10,Manufahi,Fatuberliu,2,matched,1.00,
intl2024,120203,Clacuc,Fatuberlio,Manufahi,100302,Clacuc,1003,10,Manufahi,Fatuberliu,2,matched,1.00,
intl2024,120204,Fahinehan,Fatuberlio,Manufahi,100303,Fahinehan,1003,10,Manufahi,Fatuberliu,2,matched,1.00,
intl2024,120205,Fatukahi,Fatuberlio,Manufahi,100304,Fatucahi,1003,10,Manufahi,Fatuberliu,2,matched,1.00,
intl2024,120202,Caicassa,Fatuberlio,Manufahi,100305,Caicasa,1003,10,Manufahi,Fatuberliu,2,matched,1.00,
intl2024,120401,Aitemua,Turiscai,Manufahi,100401,Aitemua,1004,10,Manufahi,Turiscai,2,matched,1.00,
intl2024,120402,Beremana,Turiscai,Manufahi,100402,Beremana,1004,10,Manufahi,Turiscai,2,matched,1.00,
intl2024,120403,Caimauc,Turiscai,Manufahi,100403,Caimauc,1004,10,Manufahi,Turiscai,2,matched,1.00,
intl2024,120406,Lessuata,Turiscai,Manufahi,100404,Lesuata,1004,10,Manufahi,Turiscai,2,matched,1.00,
intl2024,120407,Liurai,Turiscai,Manufahi,100405,Liurai,1004,10,Manufahi,Turiscai,2,matched,1.00,
intl2024,120408,Manumera,Turiscai,Manufahi,100406,Manumera,1004,10,Manufahi,Turiscai,2,matched,1.00,
intl2024,120409,Matorec,Turiscai,Manufahi,100407,Matorec,1004,10,Manufahi,Turiscai,2,matched,1.00,
intl2024,120410,Mindelo,Turiscai,Manufahi,100408,Mindelo,1004,10,Manufahi,Turiscai,2,matched,1.00,
intl2024,120411,Orana,Turiscai,Manufahi,100409,Orana,1004,10,Manufahi,Turiscai,2,matched,1.00,
intl2024,120405,Foholau,Turiscai,Manufahi,100410,Foholau,1004,10,Manufahi,Turiscai,2,matched,1.00,
intl2024,120404,Fatucalo,Turiscai,Manufahi,100411,Fatucalo,1004,10,Manufahi,Turiscai,2,matched,1.00,
intl2024,110503,Cribas,Manatuto,Manatuto,110101,Cribas,1101,11,Manatuto,Manatuto,2,matched,1.00,
intl2024,110502,Aiteas,Manatuto,Manatuto,110102,Aiteas,1101,11,Manatuto,Manatuto,2,matched,1.00,
intl2024,110505,Ma'Abat,Manatuto,Manatuto,110103,Ma'abat,1101,11,Manatuto,Manatuto,2,matched,1.00,
intl2024,110506,Sau,Manatuto,Manatuto,110104,Sau,1101,11,Manatuto,Manatuto,2,matched,1.00,
intl2024,110504,Iliheu,Manatuto,Manatuto,110105,Iliheu,1101,11,Manatuto,Manatuto,2,matched,1.00,
intl2024,110501,Ailili,Manatuto,Manatuto,110106,Ailili,1101,11,Manatuto,Manatuto,2,matched,1.00,
intl2024,110403,Lifau,Laleia,Manatuto,110201,Lifau,1102,11,Manatuto,Laleia,2,matched,1.00,
intl2024,110402,Haturalan,Laleia,Manatuto,110202,Haturalan,1102,11,Manatuto,Laleia,2,matched,1.00,
intl2024,110401,Cairui,Laleia,Manatuto,110203,Cairui,1102,11,Manatuto,Laleia,2,matched,1.00,
intl2024,110202,Lacumesac,Laclo,Manatuto,110301,Lacumesac,1103,11,Manatuto,Laclo,2,matched,1.00,
intl2024,110204,Uma Caduak,Laclo,Manatuto,110302,Umacaduac,1103,11,Manatuto,Laclo,2,matched,1.00,
intl2024,110205,Uma Naruc,Laclo,Manatuto,110303,Uma Naruc,1103,11,Manatuto,Laclo,2,matched,1.00,
intl2024,110201,Hohorai,Laclo,Manatuto,110304,Hohorai,1103,11,Manatuto,Laclo,2,matched,1.00,
intl2024,110203,Laicore,Laclo,Manatuto,110305,Laicore,1103,11,Manatuto,Laclo,2,new,0.62,
intl2024,110605,Samoro,Soibada,Manatuto,110401,Samoro,1104,11,Manatuto,Soibada,2,matched,1.00,
intl2024,110602,Leo-Hat,Soibada,Manatuto,110402,Leo Hat,1104,11,Manatuto,Soibada,2,matched,1.00,
intl2024,110601,Fatumaquerec,Soibada,Manatuto,110403,Fatumacerec,1104,11,Manatuto,Soibada,2,matched,1.00,name~Fatumaquerec(1.00); geom-paired
intl2024,110603,Manlala,Soibada,Manatuto,110404,Manlala,1104,11,Manatuto,Soibada,2,matched,1.00,
intl2024,110604,Maun-Fahe,Soibada,Manatuto,110405,Manufahi,1104,11,Manatuto,Soibada,2,matched,0.77,
intl2024,110102,Aubeon,Barique,Manatuto,110501,Aubeon,1107,11,Manatuto,Barique,2,matched,1.00,
intl2024,110105,Uma Boco,Barique,Manatuto,110502,Uma Boco,1107,11,Manatuto,Barique,2,matched,1.00,
intl2024,110101,Fatuwaque,Barique,Manatuto,110503,Abat Oan,1107,11,Manatuto,Barique,2,matched,0.78,name~Fatumaquerec(0.78); geom-paired
intl2024,110103,Barique,Barique,Manatuto,110504,Barique,1107,11,Manatuto,Barique,2,matched,1.00,
intl2024,110104,Manehat,Barique,Manatuto,110505,Manehat,1107,11,Manatuto,Barique,2,matched,1.00,
intl2024,110305,Orlalan,Laclubar,Manatuto,110601,Orlalan,1106,11,Manatuto,Laclubar,2,matched,1.00,
intl2024,110303,Funar,Laclubar,Manatuto,110602,Funar,1106,11,Manatuto,Laclubar,2,matched,1.00,
intl2024,110304,Manelima,Laclubar,Manatuto,110603,Manelima,1106,11,Manatuto,Laclubar,2,matched,1.00,
intl2024,110301,Batara,Laclubar,Manatuto,110604,Batara,1106,11,Manatuto,Laclubar,2,matched,1.00,
intl2024,110302,Fatumaquerec,Laclubar,Manatuto,110605,Fatumaquerec,1106,11,Manatuto,Laclubar,2,matched,1.00,
intl2024,110306,Sananain,Laclubar,Manatuto,110606,Sanana'in,1106,11,Manatuto,Laclubar,2,matched,1.00,
intl2024,110106,Sikone-Diloli,Barique,Manatuto,110701,Sikone-Diloli,1107,11,Manatuto,Barique,2,new,0.44,
intl2024,130309,Nipane,Pante Macassar,Oe-Cusse,120101,Nipani,1201,12,Oecusse,Pante Macasar,5,matched,0.83,
intl2024,130306,Lifau,Pante Macassar,Oe-Cusse,120102,Lifau,1201,12,Oecusse,Pante Macasar,5,matched,1.00,
intl2024,130303,Cunha,Pante Macassar,Oe-Cusse,120103,Cunha,1201,12,Oecusse,Pante Macasar,5,matched,1.00,
intl2024,130302,Costa,Pante Macassar,Oe-Cusse,120104,Costa,1201,12,Oecusse,Pante Macasar,5,matched,1.00,
intl2024,130310,Taiboco,Pante Macassar,Oe-Cusse,120105,Taiboco,1201,12,Oecusse,Pante Macasar,5,matched,1.00,
intl2024,130305,Lalisuc,Pante Macassar,Oe-Cusse,120106,Lalisuc,1201,12,Oecusse,Pante Macasar,5,matched,1.00,
intl2024,130301,Bobocase,Pante Macassar,Oe-Cusse,120107,Bobocase,1201,12,Oecusse,Pante Macasar,5,matched,1.00,
intl2024,130308,Naimeco,Pante Macassar,Oe-Cusse,120108,Naimeco,1201,12,Oecusse,Pante Macasar,5,matched,1.00,
intl2024,130304,Cutete,Pante Macassar,Oe-Cusse,120109,Cutete,1201,12,Oecusse,Pante Macasar,5,new,0.55,
intl2024,130307,Monemeco,Pante Macassar,Oe-Cusse,120110,Monemeco,1201,12,Oecusse,Pante Macasar,5,new,0.67,
intl2024,130105,Usitaco,Nitibe,Oe-Cusse,120201,Usi-Taco,1202,12,Oecusse,Nitibe,5,matched,1.00,
intl2024,130102,Beneufe,Nitibe,Oe-Cusse,120202,Bene-Ufe,1202,12,Oecusse,Nitibe,5,matched,1.00,
intl2024,130104,Suniufe,Nitibe,Oe-Cusse,120203,Suni-Ufe,1202,12,Oecusse,Nitibe,5,matched,1.00,
intl2024,130103,Lelaufe,Nitibe,Oe-Cusse,120204,Lela-Ufe,1202,12,Oecusse,Nitibe,5,matched,1.00,
intl2024,130101,Banafi,Nitibe,Oe-Cusse,120205,Banafi,1202,12,Oecusse,Nitibe,5,matched,1.00,
intl2024,130201,Bobometo,Oesilo,Oe-Cusse,120301,Bobometo,1203,12,Oecusse,Oesilo,5,matched,1.00,
intl2024,130202,Usitaqueno,Oesilo,Oe-Cusse,120302,Usi-Taqueno,1203,12,Oecusse,Oesilo,5,matched,1.00,
intl2024,130203,Usitasae,Oesilo,Oe-Cusse,120303,Usi-Tacae,1203,12,Oecusse,Oesilo,5,matched,0.88,
intl2024,130401,Abani,Passabe,Oe-Cusse,120401,Abani,1204,12,Oecusse,Passabe,5,matched,1.00,
intl2024,130402,Malelat,Passabe,Oe-Cusse,120402,Malelat,1204,12,Oecusse,Passabe,5,matched,1.00,
intl2024,140403,Irabin De Baixo,Uatucarbau,Viqueque,130101,Irabin de Baixo,1301,13,Viqueque,Uatucarbau,1,matched,1.00,
intl2024,140404,Irabin De Cima,Uatucarbau,Viqueque,130102,Irabin de Cima,1301,13,Viqueque,Uatucarbau,1,matched,1.00,
intl2024,140406,Uani Uma,Uatucarbau,Viqueque,130103,Uani Uma,1301,13,Viqueque,Uatucarbau,1,matched,1.00,
intl2024,140401,Afaloicai,Uatucarbau,Viqueque,130104,Afaloicai,1301,13,Viqueque,Uatucarbau,1,matched,1.00,
intl2024,140402,Bahatata,Uatucarbau,Viqueque,130105,Bahatata,1301,13,Viqueque,Uatucarbau,1,matched,1.00,
intl2024,140405,Loi Ulo,Uatucarbau,Viqueque,130106,Loi Ulu,1301,13,Viqueque,Uatucarbau,1,matched,1.00,
intl2024,140210,Uaibobo,Ossu,Viqueque,130201,Uaibobo,1302,13,Viqueque,Ossu,1,matched,1.00,
intl2024,140201,Builale,Ossu,Viqueque,130202,Builale,1302,13,Viqueque,Ossu,1,matched,1.00,
intl2024,140205,Nahareca,Ossu,Viqueque,130203,Nahareca,1302,13,Viqueque,Ossu,1,matched,1.00,
intl2024,140207,Ossu De Cima,Ossu,Viqueque,130204,Ossu de Cima,1302,13,Viqueque,Ossu,1,matched,1.00,
intl2024,140209,Uaguia,Ossu,Viqueque,130205,Uagia,1302,13,Viqueque,Ossu,1,matched,0.91,
intl2024,140206,Ossorua,Ossu,Viqueque,130206,Ossorua,1302,13,Viqueque,Ossu,1,matched,1.00,
intl2024,140204,Loi-Huno,Ossu,Viqueque,130207,Loi-Huno,1302,13,Viqueque,Ossu,1,matched,1.00,
intl2024,140208,Uabubo,Ossu,Viqueque,130208,Uabubo,1302,13,Viqueque,Ossu,1,matched,1.00,
intl2024,140203,Liaruca,Ossu,Viqueque,130209,Liaruca,1302,13,Viqueque,Ossu,1,matched,1.00,
intl2024,140202,Builo,Ossu,Viqueque,130210,Builo,1302,13,Viqueque,Ossu,1,new,0.73,
intl2024,140303,Macadique de Baixo,Uato-Lari,Viqueque,130301,Macadique,1303,13,Viqueque,Watulari,1,matched,0.72,
intl2024,140307,Uaitame,Uato-Lari,Viqueque,130302,Uaitame,1303,13,Viqueque,Watulari,1,matched,1.00,
intl2024,140306,Matahoi,Uato-Lari,Viqueque,130303,Matahoi,1303,13,Viqueque,Watulari,1,matched,1.00,
intl2024,140308,Vessoru,Uato-Lari,Viqueque,130304,Vessoru,1303,13,Viqueque,Watulari,1,matched,1.00,
intl2024,140302,Babulo,Uato-Lari,Viqueque,130305,Babulo,1303,13,Viqueque,Watulari,1,matched,1.00,
intl2024,140301,Afaloicai,Uato-Lari,Viqueque,130306,Afaloicai,1303,13,Viqueque,Watulari,1,matched,1.00,name~Afaloicai(1.00); geom-paired
intl2024,140304,Macadique de Cima,Uato-Lari,Viqueque,130307,Macadique de Cima,1303,13,Viqueque,Watulari,1,new,0.75,
intl2024,140305,Macadique Uaitame,Uato-Lari,Viqueque,130308,Macadique Uaitame,1303,13,Viqueque,Watulari,1,new,0.72,
intl2024,140509,Uma Uain Craic,Viqueque,Viqueque,130401,Uma Uain Craic,1304,13,Viqueque,Viqueque,1,matched,1.00,
intl2024,140501,Bahalarauain,Viqueque,Viqueque,130402,Bahalarauain,1304,13,Viqueque,Viqueque,1,matched,1.00,
intl2024,140508,Uma Quic,Viqueque,Viqueque,130403,Uma Quic,1304,13,Viqueque,Viqueque,1,matched,1.00,
intl2024,140502,Bibileo,Viqueque,Viqueque,130404,Bibileo,1304,13,Viqueque,Viqueque,1,matched,1.00,
intl2024,140504,Fatudere,Viqueque,Viqueque,130405,Watu Dere,1304,13,Viqueque,Viqueque,1,matched,1.00,
